,ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,FRANJA_H,TIPO_DE_CALLE,COMUNA,POS_X,POS_Y,VICTIMA,ACUSADO,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,DIA_SEMANA
541,2020-0007,1,2020-01-27,2020,1,27,00:37:00,0,CALLE,1,-58.38156850,-34.61648696,PEATON,MOTO,PEATON,MASCULINO,52,2020-01-27 00:00:00,Lunes
542,2020-0008,1,2020-01-30,2020,1,30,07:10:00,7,AVENIDA,2,-58.40662899,-34.59804521,MOTO,CARGAS,CONDUCTOR,MASCULINO,49,2020-01-30 00:00:00,Jueves
543,2020-0009,1,2020-02-04,2020,2,4,14:50:00,14,CALLE,5,-58.41985649,-34.60600850,PEATON,AUTO,PEATON,MASCULINO,48,2020-02-05 00:00:00,Martes
544,2020-0010,1,2020-02-08,2020,2,8,05:45:00,5,AVENIDA,1,-58.38099833,-34.62214953,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,SD,2020-02-08 00:00:00,Sábado
545,2020-0011,1,2020-02-12,2020,2,12,11:29:00,11,CALLE,5,-58.41803309,-34.61823178,MOTO,CARGAS,CONDUCTOR,MASCULINO,31,2020-02-12 00:00:00,Miércoles
546,2020-0012,1,2020-02-18,2020,2,18,21:00:00,21,CALLE,3,-58.40604003,-34.61783553,PEATON,MOTO,PEATON,FEMENINO,66,2020-02-18 00:00:00,Martes
547,2020-0013,1,2020-02-20,2020,2,20,12:00:00,12,AVENIDA,15,-58.47549929,-34.57994061,PEATON,MOTO,PEATON,FEMENINO,58,2020-03-03 00:00:00,Jueves
548,2020-0014,1,2020-02-27,2020,2,27,02:14:00,2,CALLE,11,-58.51398484,-34.61600366,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,SD,2020-02-27 00:00:00,Jueves
549,2020-0015,1,2020-02-28,2020,2,28,14:30:00,14,AVENIDA,1,-58.36797542,-34.62519403,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,29,2020-02-28 00:00:00,Viernes
550,2020-0016,1,2020-02-29,2020,2,29,13:00:00,13,AVENIDA,1,-58.37133616,-34.59879316,PEATON,PASAJEROS,PEATON,MASCULINO,68,2020-03-09 00:00:00,Sábado
551,2020-0017,1,2020-03-05,2020,3,5,23:00:00,23,AVENIDA,3,-58.39613805,-34.61413568,PEATON,AUTO,PEATON,MASCULINO,SD,2020-03-05 00:00:00,Jueves
552,2020-0018,1,2020-03-09,2020,3,9,14:00:00,14,AVENIDA,13,-58.44903073,-34.54200276,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31,2020-03-09 00:00:00,Lunes
553,2020-0019,1,2020-03-10,2020,3,10,21:00:00,21,CALLE,5,-58.41972364,-34.62846670,PEATON,AUTO,PEATON,FEMENINO,80,2020-03-10 00:00:00,Martes
554,2020-0020,1,2020-03-13,2020,3,13,17:30:00,17,AVENIDA,3,-58.40571596,-34.60557123,PEATON,MOTO,PEATON,FEMENINO,74,2020-03-17 00:00:00,Viernes
555,2020-0021,1,2020-03-14,2020,3,14,16:50:00,16,CALLE,2,-58.41451590,-34.59488319,PEATON,AUTO,PEATON,FEMENINO,87,2020-03-14 00:00:00,Sábado
556,2020-0022,1,2020-04-07,2020,4,7,06:15:00,6,AUTOPISTA,9,-58.47297505,-34.66245085,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,44,2020-04-07 00:00:00,Martes
557,2020-0023,1,2020-04-09,2020,4,9,18:42:00,18,AVENIDA,4,-58.35791192,-34.63695178,AUTO,CARGAS,CONDUCTOR,MASCULINO,44,2020-05-03 00:00:00,Jueves
558,2020-0024,1,2020-04-24,2020,4,24,07:58:00,7,CALLE,9,-58.50801713,-34.65177305,AUTO,AUTO,CONDUCTOR,MASCULINO,53,2020-04-24 00:00:00,Viernes
559,2020-0025,1,2020-05-12,2020,5,12,05:35:00,5,AVENIDA,3,-58.40258477,-34.60975108,PEATON,AUTO,PEATON,MASCULINO,SD,2020-05-12 00:00:00,Martes
560,2020-0026,1,2020-05-17,2020,5,17,06:40:00,6,AUTOPISTA,14,.,.,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,2020-05-17 00:00:00,Domingo
561,2020-0027,1,2020-05-18,2020,5,18,08:00:00,8,AVENIDA,8,-58.48267426,-34.68454456,PEATON,CARGAS,PEATON,MASCULINO,76,2020-05-18 00:00:00,Lunes
562,2020-0028,1,2020-05-19,2020,5,19,10:00:00,10,AVENIDA,15,-58.44248936,-34.60221948,PEATON,PASAJEROS,PEATON,MASCULINO,91,2020-05-23 00:00:00,Martes
563,2020-0029,1,2020-06-10,2020,6,10,14:00:00,14,GRAL PAZ,9,-58.52909134,-34.63886726,PEATON,PASAJEROS,PEATON,MASCULINO,80,2020-06-12 00:00:00,Miércoles
564,2020-0030,1,2020-06-16,2020,6,16,15:00:00,15,AVENIDA,6,-58.45158942,-34.60646580,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,40,2020-06-16 00:00:00,Martes
565,2020-0031,1,2020-06-30,2020,6,30,08:00:00,8,AVENIDA,9,-58.49344309,-34.65788529,MOTO,CARGAS,CONDUCTOR,MASCULINO,29,2020-06-30 00:00:00,Martes
566,2020-0032,1,2020-07-10,2020,7,10,23:00:00,23,AVENIDA,15,-58.44259166,-34.59635137,MOTO,AUTO,CONDUCTOR,MASCULINO,21,2020-07-10 00:00:00,Viernes
567,2020-0033,1,2020-07-19,2020,7,19,06:25:00,6,GRAL PAZ,13,-58.46743471,-34.53476874,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,32,2020-07-19 00:00:00,Domingo
568,2020-0034,1,2020-08-02,2020,8,2,03:20:00,3,CALLE,3,-58.41178158,-34.60922259,PEATON,AUTO,PEATON,FEMENINO,SD,2020-08-02 00:00:00,Domingo
569,2020-0035,1,2020-08-04,2020,8,4,05:30:00,5,AUTOPISTA,7,-58.45068621,-34.63638927,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,40,2020-08-04 00:00:00,Martes
570,2020-0036,1,2020-08-07,2020,8,7,18:40:00,18,AVENIDA,14,-58.42016954,-34.58778790,PEATON,MOTO,PEATON,MASCULINO,72,2020-08-22 00:00:00,Viernes
571,2020-0037,1,2020-08-29,2020,8,29,04:30:00,4,AVENIDA,8,-58.43850413,-34.65554754,PEATON,AUTO,PEATON,MASCULINO,38,2020-08-29 00:00:00,Sábado
572,2020-0038,2,2020-08-30,2020,8,30,04:00:00,4,AVENIDA,14,-58.40617526,-34.58345898,AUTO,AUTO,CONDUCTOR,MASCULINO,46,2020-08-30 00:00:00,Domingo
573,2020-0038,2,2020-08-30,2020,8,30,04:00:00,4,AVENIDA,14,-58.40617526,-34.58345898,AUTO,AUTO,CONDUCTOR,MASCULINO,64,2020-08-30 00:00:00,Domingo
574,2020-0039,1,2020-09-01,2020,9,1,19:17:42,19,CALLE,9,.,.,PEATON,CARGAS,PEATON,MASCULINO,44,2020-09-01 00:00:00,Martes
575,2020-0040,1,2020-09-12,2020,9,12,03:30:00,3,AVENIDA,2,-58.38526125,-34.57805810,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,SD,2020-09-12 00:00:00,Sábado
576,2020-0041,1,2020-09-28,2020,9,28,01:45:00,1,AVENIDA,7,-58.44750470,-34.63491705,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,34,2020-09-28 00:00:00,Lunes
577,2020-0042,1,2020-09-29,2020,9,29,17:10:00,17,AVENIDA,8,-58.46745752,-34.68192648,PEATON,PASAJEROS,PEATON,FEMENINO,53,2020-09-29 00:00:00,Martes
578,2020-0043,1,2020-09-30,2020,9,30,17:20:00,17,AVENIDA,1,-58.37202621,-34.59717942,PEATON,PASAJEROS,PEATON,MASCULINO,64,2020-09-30 00:00:00,Miércoles
579,2020-0044,1,2020-10-05,2020,10,5,00:20:00,0,AVENIDA,6,-58.42779702,-34.62207347,AUTO,AUTO,CONDUCTOR,MASCULINO,43,2020-10-05 00:00:00,Lunes
580,2020-0045,1,2020-10-19,2020,10,19,03:00:00,3,GRAL PAZ,8,-58.46244952,-34.70524971,AUTO,CARGAS,CONDUCTOR,MASCULINO,50,2020-10-19 00:00:00,Lunes
581,2020-0046,1,2020-10-27,2020,10,27,21:00:00,21,AVENIDA,11,-58.48440160,-34.60776782,MOTO,MOTO,CONDUCTOR,MASCULINO,41,2020-10-27 00:00:00,Martes
582,2020-0047,1,2020-10-27,2020,10,27,14:00:00,14,AUTOPISTA,9,-58.46668375,-34.65174801,PEATON,CARGAS,PEATON,MASCULINO,15,2020-10-27 00:00:00,Martes
583,2020-0048,1,2020-10-29,2020,10,29,20:20:00,20,AVENIDA,15,-58.44958780,-34.59322448,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,41,2020-10-29 00:00:00,Jueves
584,2020-0049,1,2020-10-30,2020,10,30,20:00:00,20,AVENIDA,1,-58.37533517,-34.59276462,PEATON,AUTO,PEATON,MASCULINO,36,2020-10-30 00:00:00,Viernes
585,2020-0050,1,2020-11-01,2020,11,1,22:00:00,22,AVENIDA,14,-58.42525456,-34.57866344,PEATON,MOTO,PEATON,FEMENINO,28,2020-11-01 00:00:00,Domingo
586,2020-0051,1,2020-11-05,2020,11,5,00:40:00,0,AVENIDA,10,-58.48493828,-34.62981124,MOTO,AUTO,CONDUCTOR,MASCULINO,49,2020-11-05 00:00:00,Jueves
587,2020-0052,1,2020-11-07,2020,11,7,06:50:00,6,AVENIDA,3,-58.40480504,-34.60183884,BICICLETA,CARGAS,CICLISTA,MASCULINO,44,2020-11-07 00:00:00,Sábado
588,2020-0053,1,2020-11-09,2020,11,9,03:30:00,3,AVENIDA,4,-58.41125934,-34.65417740,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,27,2020-11-09 00:00:00,Lunes
589,2020-0054,1,2020-11-19,2020,11,19,09:00:00,9,CALLE,4,-58.39956546,-34.62977080,BICICLETA,AUTO,CICLISTA,MASCULINO,59,2020-11-23 00:00:00,Jueves
590,2020-0055,1,2020-11-19,2020,11,19,12:30:00,12,AVENIDA,12,-58.49005682,-34.57868970,PEATON,CARGAS,PEATON,MASCULINO,91,2020-12-11 00:00:00,Jueves
591,2020-0056,1,2020-11-21,2020,11,21,13:00:00,13,GRAL PAZ,8,-58.47064556,-34.69843756,MOTO,CARGAS,CONDUCTOR,FEMENINO,34,2020-11-21 00:00:00,Sábado
592,2020-0057,1,2020-11-23,2020,11,23,07:45:00,7,AVENIDA,11,-58.47501560,-34.61945902,PEATON,AUTO,PEATON,MASCULINO,84,2020-11-23 00:00:00,Lunes
593,2020-0058,1,2020-11-24,2020,11,24,16:00:00,16,AVENIDA,10,-58.48727942,-34.63652467,PEATON,AUTO,PEATON,MASCULINO,57,2020-11-25 00:00:00,Martes
594,2020-0059,1,2020-12-01,2020,12,1,06:35:00,6,CALLE,1,-58.37951690,-34.62794241,PEATON,PASAJEROS,PEATON,FEMENINO,49,2020-12-14 00:00:00,Martes
595,2020-0060,1,2020-12-03,2020,12,3,20:30:00,20,AVENIDA,9,-58.47750832,-34.65672199,PEATON,MOTO,PEATON,FEMENINO,69,2020-12-03 00:00:00,Jueves
596,2020-0061,1,2020-12-03,2020,12,3,14:40:00,14,AUTOPISTA,13,-58.44927253,-34.54048625,MOTO,CARGAS,CONDUCTOR,MASCULINO,45,2020-12-04 00:00:00,Jueves
597,2020-0062,1,2020-12-04,2020,12,4,17:19:00,17,CALLE,3,-58.39246272,-34.61253541,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,47,2020-12-04 00:00:00,Viernes
598,2020-0065,1,2020-12-05,2020,12,5,16:00:00,16,GRAL PAZ,12,-58.49332664,-34.54836855,MOTO,AUTO,CONDUCTOR,MASCULINO,24,2020-12-06 00:00:00,Sábado
599,2020-0066,1,2020-12-07,2020,12,7,04:30:00,4,AUTOPISTA,10,-58.50178784,-34.63593897,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,2020-12-07 00:00:00,Lunes
600,2020-0067,1,2020-12-11,2020,12,11,22:00:00,22,AVENIDA,4,-58.41657793,-34.65476216,PEATON,PASAJEROS,PEATON,MASCULINO,51,2020-12-11 00:00:00,Viernes
601,2020-0068,1,2020-12-12,2020,12,12,20:30:00,20,AVENIDA,2,-58.39731474,-34.58307887,MOTO,AUTO,CONDUCTOR,MASCULINO,71,2020-12-20 00:00:00,Sábado
602,2020-0069,1,2020-12-15,2020,12,15,05:20:00,5,AVENIDA,1,-58.38746381,-34.61790839,MOTO,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,25,2020-12-15 00:00:00,Martes
603,2020-0070,1,2020-12-17,2020,12,17,15:35:00,15,AVENIDA,2,-58.39189441,-34.59176378,PEATON,PASAJEROS,PEATON,FEMENINO,81,2020-12-22 00:00:00,Jueves
604,2020-0071,1,2020-12-17,2020,12,17,23:00:00,23,AVENIDA,7,-58.46749188,-34.63551751,PEATON,AUTO,PEATON,MASCULINO,4,2020-12-17 00:00:00,Jueves
605,2020-0072,1,2020-12-19,2020,12,19,03:30:00,3,AVENIDA,3,-58.40280471,-34.62113271,BICICLETA,AUTO,CICLISTA,MASCULINO,42,2020-12-19 00:00:00,Sábado
606,2020-0073,1,2020-12-20,2020,12,20,07:40:00,7,AVENIDA,8,-58.44451316,-34.68475866,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,56,2020-12-20 00:00:00,Domingo
607,2020-0074,1,2020-12-20,2020,12,20,21:00:00,21,AVENIDA,7,-58.47110424,-34.62742408,AUTO,AUTO,CONDUCTOR,MASCULINO,39,2020-12-20 00:00:00,Domingo
608,2020-0075,1,2020-12-23,2020,12,23,14:00:00,14,AVENIDA,1,-58.38220928,-34.60373898,PEATON,PASAJEROS,PEATON,MASCULINO,23,2020-12-23 00:00:00,Miércoles
609,2020-0076,1,2020-12-24,2020,12,24,12:30:00,12,AVENIDA,10,-58.49794468,-34.61565025,AUTO,PASAJEROS,CONDUCTOR,FEMENINO,78,2021-01-17 00:00:00,Jueves
610,2020-0077,2,2020-12-25,2020,12,25,06:40:00,6,AVENIDA,15,-58.47220945,-34.60111373,MOTO,AUTO,CONDUCTOR,FEMENINO,30,2020-12-25 00:00:00,Viernes
611,2020-0077,2,2020-12-25,2020,12,25,06:40:00,6,AVENIDA,15,-58.47220945,-34.60111373,MOTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,24,2020-12-25 00:00:00,Viernes
612,2020-0078,1,2020-12-25,2020,12,25,05:50:00,5,CALLE,7,-58.43706741,-34.63217813,BICICLETA,PASAJEROS,CICLISTA,MASCULINO,26,2020-12-25 00:00:00,Viernes
613,2020-0079,1,2020-12-27,2020,12,27,04:15:00,4,GRAL PAZ,12,-58.49332664,-34.54836855,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,28,2020-12-27 00:00:00,Domingo
614,2021-0001,1,2021-01-06,2021,1,6,18:00:00,18,AUTOPISTA,1,-58.37960727,-34.62622851,MOTO,AUTO,CONDUCTOR,MASCULINO,36,2021-01-06 00:00:00,Miércoles
615,2021-0002,1,2021-01-07,2021,1,7,10:20:00,10,AVENIDA,9,-58.51061062,-34.64972472,MOTO,CARGAS,CONDUCTOR,FEMENINO,47,2021-01-07 00:00:00,Jueves
616,2021-0003,1,2021-01-10,2021,1,10,07:40:00,7,AUTOPISTA,7,-58.43052224,-34.62941648,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,27,2021-01-10 00:00:00,Domingo
617,2021-0004,1,2021-01-11,2021,1,11,09:12:18,9,AVENIDA,5,-58.41455544,-34.63866836,PEATON,CARGAS,PEATON,FEMENINO,61,2021-01-11 00:00:00,Lunes
618,2021-0005,1,2021-01-11,2021,1,11,21:30:00,21,AVENIDA,9,-58.46774439,-34.64730145,PEATON,AUTO,PEATON,MASCULINO,73,2021-01-14 00:00:00,Lunes
619,2021-0006,1,2021-01-12,2021,1,12,21:00:00,21,AUTOPISTA,14,-58.40786274,-34.56726817,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,23,2021-01-12 00:00:00,Martes
620,2021-0007,1,2021-01-18,2021,1,18,10:00:00,10,AVENIDA,15,-58.48744301,-34.58622275,MOTO,MOTO,CONDUCTOR,MASCULINO,84,2021-01-26 00:00:00,Lunes
621,2021-0008,1,2021-01-22,2021,1,22,23:30:00,23,AVENIDA,4,-58.41657793,-34.65476216,PEATON,PASAJEROS,PEATON,MASCULINO,28,2021-01-22 00:00:00,Viernes
622,2021-0009,1,2021-01-23,2021,1,23,05:30:00,5,AVENIDA,6,-58.45351111,-34.61134937,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,31,2021-01-23 00:00:00,Sábado
623,2021-0010,1,2021-01-23,2021,1,23,08:00:00,8,GRAL PAZ,12,-58.50073810,-34.54979510,MOTO,AUTO,CONDUCTOR,MASCULINO,28,2021-01-23 00:00:00,Sábado
624,2021-0011,1,2021-01-27,2021,1,27,01:04:26,1,AVENIDA,2,-58.39144148,-34.59564871,PEATON,AUTO,PEATON,MASCULINO,21,2021-01-27 00:00:00,Miércoles
625,2021-0012,1,2021-01-29,2021,1,29,20:07:22,20,AUTOPISTA,8,-58.48191128,-34.68385968,PEATON,AUTO,PEATON,MASCULINO,SD,2021-01-29 00:00:00,Viernes
626,2021-0013,1,2021-01-31,2021,1,31,06:10:00,6,AVENIDA,10,-58.48727942,-34.63652467,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,41,2021-01-31 00:00:00,Domingo
627,2021-0014,1,2021-02-02,2021,2,2,00:50:00,0,AVENIDA,15,-58.48328708,-34.59779521,PEATON,AUTO,PEATON,MASCULINO,28,2021-02-18 00:00:00,Martes
628,2021-0015,1,2021-02-06,2021,2,6,03:05:00,3,AVENIDA,15,-58.49018543,-34.59724990,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,26,2021-02-06 00:00:00,Sábado
629,2021-0016,1,2021-02-14,2021,2,14,05:50:00,5,AVENIDA,8,-58.47230127,-34.68482689,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,22,2021-02-14 00:00:00,Domingo
630,2021-0017,1,2021-02-17,2021,2,17,04:10:00,4,AVENIDA,1,-58.38262614,-34.63168269,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,33,2021-02-17 00:00:00,Miércoles
631,2021-0018,1,2021-02-20,2021,2,20,19:00:00,19,CALLE,3,-58.41047268,-34.60793518,PEATON,AUTO,PEATON,MASCULINO,36,2021-03-08 00:00:00,Sábado
632,2021-0019,1,2021-02-21,2021,2,21,01:20:00,1,AVENIDA,12,-58.49659234,-34.56353635,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,30,2021-02-21 00:00:00,Domingo
633,2021-0020,1,2021-02-21,2021,2,21,15:00:00,15,CALLE,5,-58.42462955,-34.60727189,PEATON,CARGAS,PEATON,FEMENINO,SD,2021-02-21 00:00:00,Domingo
634,2021-0021,1,2021-02-26,2021,2,26,05:30:00,5,CALLE,3,-58.41168345,-34.61185625,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,39,2021-03-04 00:00:00,Viernes
635,2021-0022,1,2021-02-28,2021,2,28,12:00:00,12,AVENIDA,13,-58.45157681,-34.55217303,PASAJEROS,SD,PASAJERO_ACOMPAÑANTE,MASCULINO,68,2021-03-06 00:00:00,Domingo
636,2021-0023,1,2021-03-01,2021,3,1,09:20:00,9,AUTOPISTA,4,.,.,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,2021-03-01 00:00:00,Lunes
637,2021-0024,1,2021-03-03,2021,3,3,16:30:00,16,AVENIDA,9,-58.49573651,-34.67006054,BICICLETA,CARGAS,CICLISTA,MASCULINO,5,2021-03-03 00:00:00,Miércoles
638,2021-0025,1,2021-03-11,2021,3,11,03:45:00,3,GRAL PAZ,8,-58.48695354,-34.68795245,MOTO,OTRO,CONDUCTOR,MASCULINO,37,2021-03-11 00:00:00,Jueves
639,2021-0026,1,2021-03-15,2021,3,15,02:35:00,2,AUTOPISTA,4,-58.37562539,-34.64449357,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,2021-03-15 00:00:00,Lunes
640,2021-0027,1,2021-03-16,2021,3,16,15:30:00,15,GRAL PAZ,12,-58.49491054,-34.54795581,MOTO,CARGAS,CONDUCTOR,FEMENINO,19,2021-03-16 00:00:00,Martes
641,2021-0028,1,2021-03-29,2021,3,29,17:20:00,17,AVENIDA,7,-58.44147621,-34.64357704,PEATON,PASAJEROS,PEATON,MASCULINO,SD,2021-03-29 00:00:00,Lunes
642,2021-0029,1,2021-03-31,2021,3,31,18:05:00,18,AVENIDA,7,-58.46899119,-34.63215432,AUTO,AUTO,CONDUCTOR,MASCULINO,26,2021-04-02 00:00:00,Miércoles
643,2021-0030,1,2021-04-03,2021,4,3,18:30:00,18,CALLE,4,-58.38685612,-34.63455776,PEATON,PASAJEROS,PEATON,MASCULINO,36,2021-04-07 00:00:00,Sábado
644,2021-0031,1,2021-04-07,2021,4,7,10:29:00,10,AVENIDA,1,-58.38113667,-34.61765323,PEATON,CARGAS,PEATON,FEMENINO,68,2021-04-11 00:00:00,Miércoles
645,2021-0032,1,2021-04-10,2021,4,10,19:55:00,19,AUTOPISTA,13,-58.44112678,-34.54538956,PEATON,MOTO,PEATON,MASCULINO,60,2021-04-29 00:00:00,Sábado
646,2021-0033,1,2021-04-14,2021,4,14,17:50:00,17,AUTOPISTA,5,-58.41595919,-34.62743346,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,33,2021-04-14 00:00:00,Miércoles
647,2021-0034,1,2021-04-19,2021,4,19,14:40:00,14,AVENIDA,4,-58.40184094,-34.64546845,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,FEMENINO,26,2021-04-19 00:00:00,Lunes
648,2021-0035,1,2021-05-03,2021,5,3,09:20:00,9,AVENIDA,8,-58.44642231,-34.65679806,MOTO,CARGAS,CONDUCTOR,MASCULINO,24,2021-05-03 00:00:00,Lunes
649,2021-0036,1,2021-05-09,2021,5,9,06:00:00,6,GRAL PAZ,11,-58.52340614,-34.59798754,MOTO,OBJETO FIJO,CONDUCTOR,MASCULINO,36,2021-05-09 00:00:00,Domingo
650,2021-0037,1,2021-05-11,2021,5,11,07:10:00,7,AVENIDA,13,-58.46649069,-34.56219075,PEATON,PASAJEROS,PEATON,FEMENINO,58,2021-05-11 00:00:00,Martes
651,2021-0038,1,2021-05-14,2021,5,14,11:40:00,11,AVENIDA,14,-58.42653328,-34.57816791,MOTO,CARGAS,CONDUCTOR,FEMENINO,44,2021-05-14 00:00:00,Viernes
652,2021-0039,1,2021-05-15,2021,5,15,12:09:00,12,AVENIDA,9,-58.50407099,-34.65303372,BICICLETA,AUTO,CICLISTA,MASCULINO,86,2021-06-05 00:00:00,Sábado
653,2021-0040,1,2021-05-20,2021,5,20,05:50:00,5,GRAL PAZ,13,-58.46743471,-34.53476874,MOTO,AUTO,CONDUCTOR,MASCULINO,27,2021-05-20 00:00:00,Jueves
654,2021-0041,1,2021-05-20,2021,5,20,08:30:00,8,AVENIDA,14,-58.40986646,-34.57728060,PEATON,PASAJEROS,PEATON,MASCULINO,75,2021-05-20 00:00:00,Jueves
655,2021-0042,1,2021-05-21,2021,5,21,05:00:00,5,AVENIDA,9,-58.51739138,-34.63931792,PEATON,PASAJEROS,PEATON,MASCULINO,39,2021-05-21 00:00:00,Viernes
656,2021-0043,1,2021-05-22,2021,5,22,18:26:00,18,AVENIDA,9,-58.50719962,-34.65556223,PEATON,AUTO,PEATON,MASCULINO,50,2021-05-22 00:00:00,Sábado
657,2021-0044,1,2021-05-25,2021,5,25,02:00:00,2,AVENIDA,9,-58.46712311,-34.64600222,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2021-05-25 00:00:00,Martes
658,2021-0045,1,2021-05-26,2021,5,26,17:24:00,17,AUTOPISTA,4,-58.37709334,-34.64035082,MOTO,MULTIPLE,CONDUCTOR,MASCULINO,22,2021-05-26 00:00:00,Miércoles
659,2021-0046,1,2021-05-31,2021,5,31,02:00:00,2,AVENIDA,15,-58.46033141,-34.58569883,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,20,2021-05-31 00:00:00,Lunes
660,2021-0047,1,2021-06-02,2021,6,2,16:00:00,16,AVENIDA,4,-58.42190745,-34.65633192,MOTO,AUTO,CONDUCTOR,MASCULINO,59,2021-06-02 00:00:00,Miércoles
661,2021-0048,1,2021-06-03,2021,6,3,09:58:00,9,AVENIDA,12,-58.49026573,-34.56981410,BICICLETA,AUTO,CICLISTA,MASCULINO,44,2021-06-23 00:00:00,Jueves
662,2021-0049,1,2021-06-03,2021,6,3,20:30:00,20,AVENIDA,8,-58.45410344,-34.66902702,AUTO,AUTO,CONDUCTOR,MASCULINO,74,2021-06-03 00:00:00,Jueves
663,2021-0050,1,2021-06-10,2021,6,10,13:30:00,13,AVENIDA,13,-58.44751621,-34.55719892,MOTO,PASAJEROS,CONDUCTOR,MASCULINO,56,2021-06-10 00:00:00,Jueves
664,2021-0051,1,2021-06-15,2021,6,15,19:20:00,19,AVENIDA,4,-58.42040352,-34.66005171,PEATON,CARGAS,PEATON,MASCULINO,73,2021-06-16 00:00:00,Martes
665,2021-0052,1,2021-06-20,2021,6,20,05:40:00,5,GRAL PAZ,8,-58.49530249,-34.68010798,MOTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,19,2021-06-20 00:00:00,Domingo
666,2021-0053,1,2021-06-20,2021,6,20,12:00:00,12,AVENIDA,15,-58.44399875,-34.59477360,PEATON,BICICLETA,PEATON,MASCULINO,58,2021-06-30 00:00:00,Domingo
667,2021-0054,1,2021-06-22,2021,6,22,14:44:00,14,CALLE,4,-58.42759813,-34.65463857,MOTO,CARGAS,CONDUCTOR,MASCULINO,41,2021-06-22 00:00:00,Martes
668,2021-0055,1,2021-06-29,2021,6,29,12:20:00,12,AVENIDA,3,-58.40547222,-34.60456293,MOTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,47,2021-06-29 00:00:00,Martes
669,2021-0056,1,2021-07-09,2021,7,9,23:25:00,23,AVENIDA,4,-58.42473018,-34.65008280,BICICLETA,AUTO,CICLISTA,MASCULINO,60,2021-07-09 00:00:00,Viernes
670,2021-0057,1,2021-07-10,2021,7,10,23:30:00,23,AUTOPISTA,2,-58.39257023,-34.57563957,AUTO,OBJETO FIJO,CONDUCTOR,MASCULINO,46,2021-07-10 00:00:00,Sábado
671,2021-0058,1,2021-07-21,2021,7,21,00:40:00,0,GRAL PAZ,12,-58.48941042,-34.54596153,PEATON,AUTO,PEATON,MASCULINO,24,2021-07-21 00:00:00,Miércoles
672,2021-0059,1,2021-07-22,2021,7,22,01:20:00,1,AVENIDA,3,-58.39640740,-34.62783085,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,FEMENINO,44,2021-07-22 00:00:00,Jueves
673,2021-0060,1,2021-07-22,2021,7,22,12:30:00,12,AVENIDA,5,-58.41971993,-34.61112240,PEATON,PASAJEROS,PEATON,FEMENINO,80,2021-07-22 00:00:00,Jueves
674,2021-0061,1,2021-07-24,2021,7,24,09:15:00,9,AVENIDA,4,-58.40544588,-34.65012801,PEATON,CARGAS,PEATON,FEMENINO,55,2021-07-24 00:00:00,Sábado
675,2021-0062,1,2021-07-27,2021,7,27,07:16:00,7,AVENIDA,4,-58.42003882,-34.64645957,AUTO,CARGAS,CONDUCTOR,MASCULINO,73,2021-07-27 00:00:00,Martes
